"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18588538,"2018-05-24 02:50:00","031","ROBBERY, WEAPON: Highway, Etc.","5600 WHITTIER BLVD","LOS ANGELES",,"918-07789-0286","0286","07789","CA0190002","EAST LOS ANGELES","N"
18588571,"2018-05-24 04:00:00","045","ROBBERY, STRONG-ARM: Residence","16400 RED COACH LN","WHITTIER","90604","018-08004-0497","0497","08004","CA0190004","NORWALK","N"
18589824,"2018-05-24 19:35:00","037","ROBBERY, WEAPON: Other","8100 2ND ST","PARAMOUNT","90723","018-11736-1365","1365","11736","CA0190013","LAKEWOOD","N"
18589917,"2018-05-24 21:01:00","047","ROBBERY, STRONG-ARM: Other","APPLE BLOSSOM ST AND COMMON AVE","LA PUENTE","91744","918-06903-1434","1434","06903","CA0190014","INDUSTRY","N"
18589934,"2018-05-24 21:45:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","39500 10TH ST W","PALMDALE",,"018-07614-2619","2619","07614","CA01900W9","PALMDALE","N"
18589992,"2018-05-24 22:55:00","047","ROBBERY, STRONG-ARM: Other","4000 IVAR AVE","ROSEMEAD","91770","918-06333-0531","0531","06333","CA0190005","TEMPLE","N"
18590061,"2018-05-25 01:45:00","031","ROBBERY, WEAPON: Highway, Etc.","MAUI CT AND ARTESIA BLVD","CERRITOS","90703","918-02344-2318","2318","02344","CA01900R7","CERRITOS","N"
18590251,"2018-05-25 08:50:00","037","ROBBERY, WEAPON: Other","ACACIA AVE AND ALONDRA","COMPTON",,"918-07299-2836","2836","07299","CA0190042","COMPTON","N"
18590571,"2018-05-25 11:24:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","16300 PARAMOUNT BLVD","PARAMOUNT","90723","918-11784-1368","1368","11784","CA0190013","LAKEWOOD","N"
18590586,"2018-05-25 12:18:00","045","ROBBERY, STRONG-ARM: Residence","FERINA ST AND HARVEST AVE","NORWALK",,"918-08072-0455","0455","08072","CA0190004","NORWALK","N"
18590733,"2018-05-25 15:36:00","037","ROBBERY, WEAPON: Other","88TH ST AND VERMONT AVE","LOS ANGELES","90044","018-04083-0370","0370","04083","CA0190003","SOUTH LOS ANGELES","N"
18590771,"2018-05-25 15:37:00","047","ROBBERY, STRONG-ARM: Other","8900 WASHINGTON BLVD","CULVER CITY",,"918-00625-6623","6623","00625","CA0190031","TRANSIT SERV BUR","N"
18590732,"2018-05-25 15:58:42","047","ROBBERY, STRONG-ARM: Other","800 W COMPTON BLVD","COMPTON",,"918-07311-2835","2835","07311","CA0190042","COMPTON","N"
18590917,"2018-05-25 17:50:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","600 LOS CERRITOS CTR","CERRITOS",,"918-02355-2311","2311","02355","CA01900R7","CERRITOS","N"
18591837,"2018-05-25 18:07:30","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","42900 FRAZIER MTN PARK RD","GORMAN",,"918-07371-0680","0680","07371","CA0190006","SANTA CLARITA VALLEY","N"
18591027,"2018-05-25 19:36:00","047","ROBBERY, STRONG-ARM: Other","5500 BEVERLY BLVD","LOS ANGELES",,"018-07874-0287","0287","07874","CA0190002","EAST LOS ANGELES","N"
18591086,"2018-05-25 20:00:00","047","ROBBERY, STRONG-ARM: Other","CHADMONT ST AND CONEY AVE","COVINA",,"018-02746-0866","0866","02746","CA0190008","SAN DIMAS","N"
18591033,"2018-05-25 20:30:00","047","ROBBERY, STRONG-ARM: Other","1800 E LANCASTER BLVD","LANCASTER",,"918-10348-1135","1135","10348","CA0190024","LANCASTER","N"
18591160,"2018-05-25 22:17:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","8300 SANTA MONICA BLVD","WEST HOLLYWOOD","90046","918-03397-0975","0975","03397","CA0190009","WEST HOLLYWOOD","N"
18591178,"2018-05-25 23:30:00","047","ROBBERY, STRONG-ARM: Other","3100 W RANCHO VISTA BLVD","PALMDALE",,"018-07680-2612","2612","07680","CA01900W9","PALMDALE","N"
18591236,"2018-05-26 00:52:30","047","ROBBERY, STRONG-ARM: Other","8700 GRAHAM AVE","LOS ANGELES","90002","018-00629-6016","6016","00629","CA0190031","TRANSIT SERV BUR","N"
18591245,"2018-05-26 02:35:00","047","ROBBERY, STRONG-ARM: Other","9100 ARTESIA BLVD","BELLFLOWER","90706","918-11850-1335","1335","11850","CA0190013","LAKEWOOD","N"
18591374,"2018-05-26 09:30:00","043","ROBBERY, STRONG-ARM: Service Station","10200 ALONDRA BLVD","BELLFLOWER","90706","918-11867-1337","1337","11867","CA0190013","LAKEWOOD","N"
18595334,"2018-05-26 11:00:00","037","ROBBERY, WEAPON: Other","10TH ST E AND AVENUE Q-5","PALMDALE",,"918-07927-2610","2610","07927","CA01900W9","PALMDALE","N"
18591557,"2018-05-26 12:30:00","047","ROBBERY, STRONG-ARM: Other","4900 E SLAUSON AVE","MAYWOOD","90270","918-07899-0251","0251","07899","CA0190002","EAST LOS ANGELES","N"
18591584,"2018-05-26 14:45:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","43600 10TH ST W","LANCASTER",,"918-10402-1126","1126","10402","CA0190024","LANCASTER","N"
18591576,"2018-05-26 15:05:00","047","ROBBERY, STRONG-ARM: Other","11600 OBERT AVE","WHITTIER",,"018-08132-0493","0493","08132","CA0190004","NORWALK","N"
18591602,"2018-05-26 16:50:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11800 WILMINGTON AVE","LOS ANGELES",,"918-07731-2136","2136","07731","CA01900V3","CENTURY","N"
18591675,"2018-05-26 17:50:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","5200 CENTURY BLVD","LENNOX",,"918-04101-0380","0380","04101","CA0190003","SOUTH LOS ANGELES","N"
18591849,"2018-05-26 21:00:00","047","ROBBERY, STRONG-ARM: Other","1400 E IMPERIAL HWY","LOS ANGELES","90059","918-07745-2132","2132","07745","CA01900V3","CENTURY","N"
18591832,"2018-05-26 21:20:00","038","ROBBERY, WEAPON: Carjacking","RENAULT ST AND SHIPMAN AVE","VALINDA",,"918-06983-1442","1442","06983","CA0190014","INDUSTRY","N"
18591818,"2018-05-26 22:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1000 DURFEE AVE","S EL MONTE","91733","918-06427-0562","0562","06427","CA0190005","TEMPLE","N"
18591890,"2018-05-26 22:22:00","035","ROBBERY, WEAPON: Residence","24800 PENNSYLVANIA AVE","LOMITA","90717","918-01977-1711","1711","01977","CA0190017","LOMITA","N"
18592423,"2018-05-27 00:30:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","700 N LA CIENEGA BLVD","WEST HOLLYWOOD",,"918-03436-0972","0972","03436","CA0190009","WEST HOLLYWOOD","N"
18592354,"2018-05-27 01:50:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","MYRRH AVE AND ALAMEDA ST","COMPTON",,"918-07405-2840","2840","07405","CA0190042","COMPTON","N"
18591977,"2018-05-27 03:50:00","037","ROBBERY, WEAPON: Other","6600 ROSEMEAD BLVD","PICO RIVERA","90660","918-03743-1515","1515","03743","CA0190015","PICO RIVERA","N"
18592043,"2018-05-27 06:54:00","035","ROBBERY, WEAPON: Residence","3200 ISABEL AVE","ROSEMEAD","91770","918-06442-0532","0532","06442","CA0190005","TEMPLE","N"
18592038,"2018-05-27 09:08:02","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","19000 COLIMA RD","ROWLAND HEIGHTS",,"918-03381-2931","2931","03381","CA0190020","WALNUT","N"
18592103,"2018-05-27 11:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1200 W AVENUE I","LANCASTER",,"918-10437-1121","1121","10437","CA0190024","LANCASTER","N"
18592304,"2018-05-27 16:05:00","047","ROBBERY, STRONG-ARM: Other","43200 PYRAMID LAKE RD","GORMAN",,"918-07404-0692","0692","07404","CA0190006","SANTA CLARITA VALLEY","N"
18592361,"2018-05-27 19:03:14","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","700 E EL SEGUNDO BLVD","LOS ANGELES","90059","918-07771-2142","2142","07771","CA01900V3","CENTURY","N"
18592970,"2018-05-27 22:30:00","038","ROBBERY, WEAPON: Carjacking","MAGNOLIA ST AND OLEANDER AVE","COMPTON",,"918-07440-2814","2814","07440","CA0190042","COMPTON","N"
18592576,"2018-05-28 01:30:00","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","900 E AVENUE J","LANCASTER",,"918-10472-1133","1133","10472","CA0190024","LANCASTER","N"
18592571,"2018-05-28 02:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","10700 ATLANTIC AVE","LYNWOOD","90262","918-07778-2113","2113","07778","CA01900V3","CENTURY","N"
18592626,"2018-05-28 05:20:00","047","ROBBERY, STRONG-ARM: Other","10TH ST E AND AVENUE Q","PALMDALE",,"918-07784-2610","2610","07784","CA01900W9","PALMDALE","N"
18592714,"2018-05-28 06:00:00","047","ROBBERY, STRONG-ARM: Other","64TH ST AND HOOPER AVE","LOS ANGELES",,"018-07785-2175","2175","07785","CA01900V3","CENTURY","N"
18592666,"2018-05-28 06:50:00","037","ROBBERY, WEAPON: Other","12600 ATLANTIC AVE","LYNWOOD","90262","918-07784-2118","2118","07784","CA01900V3","CENTURY","N"
18592897,"2018-05-28 14:05:00","047","ROBBERY, STRONG-ARM: Other","106TH ST AND DENKER AVE","LOS ANGELES",,"918-04148-0374","0374","04148","CA0190003","SOUTH LOS ANGELES","N"
18593279,"2018-05-28 17:00:00","047","ROBBERY, STRONG-ARM: Other","REDONDO BEACH BLVD AND AVALON BLVD","COMPTON",,"918-07454-2871","2871","07454","CA0190042","COMPTON","N"
18593136,"2018-05-28 19:00:00","045","ROBBERY, STRONG-ARM: Residence","200 E 233RD ST","CARSON","90745","918-05539-1624","1624","05539","CA0190016","CARSON","N"
18593189,"2018-05-28 20:15:00","047","ROBBERY, STRONG-ARM: Other","STUDEBAKER RD AND 183RD ST","CERRITOS",,"918-02387-2312","2312","02387","CA01900R7","CERRITOS","N"
18593930,"2018-05-28 22:30:00","047","ROBBERY, STRONG-ARM: Other","2400 E 126TH ST","COMPTON","90222","918-07854-2137","2137","07854","CA01900V3","CENTURY","N"
18593192,"2018-05-28 22:34:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","8700 BEVERLY BLVD","PICO RIVERA",,"918-03785-1510","1510","03785","CA0190015","PICO RIVERA","N"
18593220,"2018-05-28 23:02:00","037","ROBBERY, WEAPON: Other","2200 SAN GABRIEL BLVD","ROSEMEAD","91770","918-06506-0533","0533","06506","CA0190005","TEMPLE","N"
18594304,"2018-05-29 00:14:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","8600 WASHNGTON BLVD","PICO RIVERA","90660","918-03817-1520","1520","03817","CA0190015","PICO RIVERA","N"
18593528,"2018-05-29 07:00:00","037","ROBBERY, WEAPON: Other","40500 170TH ST E","LAKE LOS ANGELES",,"918-10538-1197","1197","10538","CA0190024","LANCASTER","N"
18593608,"2018-05-29 10:43:00","047","ROBBERY, STRONG-ARM: Other","2300 E PALMDALE BLVD","PALMDALE",,"918-07840-2608","2608","07840","CA01900W9","PALMDALE","N"
18594233,"2018-05-29 11:00:00","031","ROBBERY, WEAPON: Highway, Etc.","GRAHAM AVE AND FIRESTONE BLVD","LOS ANGELES",,"018-07869-2175","2175","07869","CA01900V3","CENTURY","N"
18593621,"2018-05-29 12:27:30","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","800 W ALONDRA BLVD","COMPTON","90220","918-07472-2836","2836","07472","CA0190042","COMPTON","N"
18593960,"2018-05-29 16:17:00","045","ROBBERY, STRONG-ARM: Residence","24800 PENNSYLVANIA AVE","LOMITA","90717","018-02013-1711","1711","02013","CA0190017","LOMITA","N"
18594022,"2018-05-29 17:00:00","037","ROBBERY, WEAPON: Other","5TH ST E AND PALMDALE BLVD","PALMDALE",,"918-07869-2610","2610","07869","CA01900W9","PALMDALE","N"
18594189,"2018-05-29 20:35:00","031","ROBBERY, WEAPON: Highway, Etc.","BERTHA ST AND SHERYL AVE","CERRITOS",,"918-02399-2313","2313","02399","CA01900R7","CERRITOS","N"
18594206,"2018-05-29 21:06:00","047","ROBBERY, STRONG-ARM: Other","11800 IMPERIAL HWY","NORWALK","90650","918-08281-0451","0451","08281","CA0190004","NORWALK","N"
18594249,"2018-05-29 22:25:00","033","ROBBERY, WEAPON: Service Station","16000 PARAMOUNT BLVD","PARAMOUNT","90723","918-12067-1368","1368","12067","CA0190013","LAKEWOOD","N"
18594285,"2018-05-29 23:00:00","047","ROBBERY, STRONG-ARM: Other","3RD ST AND SMITH AVE","ACTON",,"018-07885-2646","2646","07885","CA01900W9","PALMDALE","N"
18594309,"2018-05-30 00:20:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","6700 OLYMPIC BLVD","LOS ANGELES",,"918-08058-0287","0287","08058","CA0190002","EAST LOS ANGELES","N"
18594408,"2018-05-30 05:43:00","038","ROBBERY, WEAPON: Carjacking","200 E ARTESIA BLVD","COMPTON",,"918-07521-2842","2842","07521","CA0190042","COMPTON","N"
18595319,"2018-05-30 07:45:00","047","ROBBERY, STRONG-ARM: Other","200 N VILLAGE CT","SAN DIMAS","91773","918-02841-0813","0813","02841","CA0190008","SAN DIMAS","N"
18594907,"2018-05-30 11:20:57","047","ROBBERY, STRONG-ARM: Other","11700 WILLOWBROOK AVE","LOS ANGELES","90059","918-00647-6064","6064","00647","CA0190031","TRANSIT SERV BUR","N"
18595012,"2018-05-30 12:15:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1700 S ALAMEDA ST","COMPTON",,"918-07541-2848","2848","07541","CA0190042","COMPTON","N"
18595041,"2018-05-30 12:35:00","038","ROBBERY, WEAPON: Carjacking","1500 E ALONDRA BLVD","COMPTON",,"918-07543-2846","2846","07543","CA0190042","COMPTON","N"
18595130,"2018-05-30 14:00:00","047","ROBBERY, STRONG-ARM: Other","5TH ST E AND AVENUE I","LANCASTER",,"918-10644-1132","1132","10644","CA0190024","LANCASTER","N"
18595139,"2018-05-30 14:30:00","038","ROBBERY, WEAPON: Carjacking","4000 PIXIE AVE","LAKEWOOD","90712","918-12120-1323","1323","12120","CA0190013","LAKEWOOD","N"
18595215,"2018-05-30 14:52:00","047","ROBBERY, STRONG-ARM: Other","11700 WILLOWBROOK AVE","LOS ANGELES","90059","918-00649-6064","6064","00649","CA0190031","TRANSIT SERV BUR","N"
18595460,"2018-05-30 18:45:00","031","ROBBERY, WEAPON: Highway, Etc.","87TH ST AND COMPTON AVE","LOS ANGELES",,"918-07920-2174","2174","07920","CA01900V3","CENTURY","N"
18595471,"2018-05-30 19:15:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","4600 CESAR CHAVEZ AVE","LOS ANGELES","90022","918-08104-0281","0281","08104","CA0190002","EAST LOS ANGELES","N"
18595503,"2018-05-30 20:01:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","8900 WHITTIER BLVD","PICO RIVERA","90660","918-03846-1513","1513","03846","CA0190015","PICO RIVERA","N"
18595575,"2018-05-30 22:09:30","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","14400 GARFIELD AVE","PARAMOUNT","90723","918-12155-1364","1364","12155","CA0190013","LAKEWOOD","N"
18595596,"2018-05-30 22:28:33","047","ROBBERY, STRONG-ARM: Other","11100 HAWTHORNE BLVD","LENNOX",,"918-04213-0383","0383","04213","CA0190003","SOUTH LOS ANGELES","N"
18595630,"2018-05-30 22:40:00","048","ROBBERY, STRONG-ARM: Carjacking","13100 PEARBLOSSOM HWY","PEARBLOSSOM","93553","918-07946-2663","2663","07946","CA01900W9","PALMDALE","N"
18596881,"2018-05-31 00:05:00","031","ROBBERY, WEAPON: Highway, Etc.","HOOPER AVE AND FLORENCE AVE","LOS ANGELES","90001","918-08007-2172","2172","08007","CA01900V3","CENTURY","N"
18595734,"2018-05-31 01:45:00","047","ROBBERY, STRONG-ARM: Other","23400 VALENCIA BLVD","SANTA CLARITA",,"918-07577-0644","0644","07577","CA0190006","SANTA CLARITA VALLEY","N"
18595738,"2018-05-31 02:40:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2000 FIRESTONE BLVD","LOS ANGELES","90001","918-07936-2171","2171","07936","CA01900V3","CENTURY","N"
18595928,"2018-05-31 09:15:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","20300 BLOOMFIELD AVE","CERRITOS","90703","918-02427-2314","2314","02427","CA01900R7","CERRITOS","N"
18595918,"2018-05-31 09:21:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","17700 LAKEWOOD BLVD","BELLFLOWER","90706","918-12186-1335","1335","12186","CA0190013","LAKEWOOD","N"
18596130,"2018-05-31 12:05:00","047","ROBBERY, STRONG-ARM: Other","800 N ALAMEDA AVE","AZUSA","91702","918-00657-6537","6537","00657","CA0190031","TRANSIT SERV BUR","N"
18596666,"2018-05-31 12:30:00","047","ROBBERY, STRONG-ARM: Other","DIVISION ST AND LANCASTER BLVD","LANCASTER",,"918-10753-1109","1109","10753","CA0190024","LANCASTER","N"
18596412,"2018-05-31 13:35:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","7200 SANTA MONICA BLVD","WEST HOLLYWOOD","90046","918-03528-0989","0989","03528","CA0190009","WEST HOLLYWOOD","N"
18603230,"2018-05-31 14:30:00","037","ROBBERY, WEAPON: Other","50TH ST W AND AVENUE M","QUARTZ HILL",,"918-11277-1182","1182","11277","CA0190024","LANCASTER","N"
18596285,"2018-05-31 15:02:00","047","ROBBERY, STRONG-ARM: Other","ROSEMEAD BLVD AND DEL MAR BLVD","PASADENA","91107","918-06632-0590","0590","06632","CA0190005","TEMPLE","N"
18596340,"2018-05-31 15:30:00","047","ROBBERY, STRONG-ARM: Other","3000 E VICTORIA ST","RANCHO DOMINGUEZ","90220","918-05663-1692","1692","05663","CA0190016","CARSON","N"
18596381,"2018-05-31 15:45:00","047","ROBBERY, STRONG-ARM: Other","400 S WILLOWBROOK AVE","COMPTON",,"918-07618-2835","2835","07618","CA0190042","COMPTON","N"
18596348,"2018-05-31 16:00:00","037","ROBBERY, WEAPON: Other","3400 WINTER ST","LOS ANGELES","90063","918-08156-0275","0275","08156","CA0190002","EAST LOS ANGELES","N"
18596393,"2018-05-31 16:45:00","047","ROBBERY, STRONG-ARM: Other","109TH ST AND DENKER AVE","LOS ANGELES",,"918-04234-0374","0374","04234","CA0190003","SOUTH LOS ANGELES","N"
18596459,"2018-05-31 17:31:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11400 LONG BEACH BLVD","LYNWOOD","90262","918-07979-2112","2112","07979","CA01900V3","CENTURY","N"
18596620,"2018-05-31 20:30:00","047","ROBBERY, STRONG-ARM: Other","11300 BERENDO AVE","LOS ANGELES","90044","918-04242-0375","0375","04242","CA0190003","SOUTH LOS ANGELES","N"
18596629,"2018-05-31 20:45:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","700 EL SEGUNDO BLVD","LOS ANGELES",,"918-07988-2142","2142","07988","CA01900V3","CENTURY","N"
18596748,"2018-05-31 23:53:00","047","ROBBERY, STRONG-ARM: Other","600 S ATLANTIC BLVD","LOS ANGELES","90022","018-08196-0285","0285","08196","CA0190002","EAST LOS ANGELES","N"
18596784,"2018-06-01 01:00:00","037","ROBBERY, WEAPON: Other","91 FWY AND MAIN ST","CARSON",,"918-05684-1610","1610","05684","CA0190016","CARSON","N"
18596856,"2018-06-01 04:25:00","038","ROBBERY, WEAPON: Carjacking","16300 CARMENITA RD","CERRITOS",,"918-02443-2319","2319","02443","CA01900R7","CERRITOS","N"
18596855,"2018-06-01 04:33:00","048","ROBBERY, STRONG-ARM: Carjacking","1500 MOUNTAIN AVE","DUARTE","91010","918-06669-0541","0541","06669","CA0190005","TEMPLE","N"
18596971,"2018-06-01 08:55:00","037","ROBBERY, WEAPON: Other","159TH ST AND OSAGE AVE","LAWNDALE","90260","918-04255-0334","0334","04255","CA0190003","SOUTH LOS ANGELES","N"
18597309,"2018-06-01 10:00:00","037","ROBBERY, WEAPON: Other","AMAR RD AND SUNSET AVE","VALINDA","91744","918-07261-1421","1421","07261","CA0190014","INDUSTRY","N"
18597226,"2018-06-01 10:07:00","037","ROBBERY, WEAPON: Other","14900 S ATLANTIC AVE","COMPTON",,"018-07648-2851","2851","07648","CA0190042","COMPTON","N"
18597208,"2018-06-01 10:35:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11100 FIRESTONE BLVD","NORWALK","90650","918-08406-0451","0451","08406","CA0190004","NORWALK","N"
18601235,"2018-06-01 12:00:00","047","ROBBERY, STRONG-ARM: Other","6600 PASSONS BLVD","PICO RIVERA","90660","918-03988-1515","1515","03988","CA0190015","PICO RIVERA","N"
18597558,"2018-06-01 16:25:00","033","ROBBERY, WEAPON: Service Station","12200 LONG BEACH BLVD","LYNWOOD","90262","918-08030-2116","2116","08030","CA01900V3","CENTURY","N"
18597692,"2018-06-01 17:46:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","7200 SANTA MONICA BLVD","WEST HOLLYWOOD","90046","918-03555-0989","0989","03555","CA0190009","WEST HOLLYWOOD","N"
18597700,"2018-06-01 19:17:00","037","ROBBERY, WEAPON: Other","44500 20TH ST E","LANCASTER",,"918-10823-1135","1135","10823","CA0190024","LANCASTER","N"
18598912,"2018-06-01 19:30:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","38800 TIERRA SUBIDA AVE","PALMDALE",,"918-08130-2612","2612","08130","CA01900W9","PALMDALE","N"
18597779,"2018-06-01 19:45:00","037","ROBBERY, WEAPON: Other","1200 106TH ST","LOS ANGELES","90044","918-04273-0375","0375","04273","CA0190003","SOUTH LOS ANGELES","N"
18597726,"2018-06-01 19:57:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","16300 PARAMOUNT BLVD","PARAMOUNT","90723","918-12328-1368","1368","12328","CA0190013","LAKEWOOD","N"
18597789,"2018-06-01 21:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","5200 WHITTIER BLVD","EAST LOS ANGELES",,"918-08250-0286","0286","08250","CA0190002","EAST LOS ANGELES","N"
18600524,"2018-06-02 01:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","IMPERIAL HWY AND SUCCESS AVE","LOS ANGELES",,"918-08216-2131","2131","08216","CA01900V3","CENTURY","N"
18598024,"2018-06-02 02:54:00","047","ROBBERY, STRONG-ARM: Other","12500 LONG BEACH BLVD","LYNWOOD","90262","918-08059-2116","2116","08059","CA01900V3","CENTURY","N"
18597977,"2018-06-02 03:11:55","031","ROBBERY, WEAPON: Highway, Etc.","800 S EASTMAN AVE","LOS ANGELES","90022","918-08266-0277","0277","08266","CA0190002","EAST LOS ANGELES","N"
18598039,"2018-06-02 06:50:00","035","ROBBERY, WEAPON: Residence","900 WEST KNOLL DR","WEST HOLLYWOOD","90069","918-03570-0972","0972","03570","CA0190009","WEST HOLLYWOOD","N"
