"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18608469,"2018-06-12 19:17:00","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","20TH ST W AND AVENUE H","LANCASTER",,"018-11691-1120","1120","11691","CA0190024","LANCASTER","N"
18608751,"2018-06-13 01:16:00","051","ASSAULT, AGGRAVATED: ADW - GUN","1300 109TH PL","LOS ANGELES","90044","018-04569-0375","0375","04569","CA0190003","SOUTH LOS ANGELES","N"
18608815,"2018-06-13 07:15:00","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","1200 N LA CIENEGA AVE","WEST HOLLYWOOD",,"018-03878-0976","0976","03878","CA0190009","WEST HOLLYWOOD","N"
18609152,"2018-06-13 09:40:00","052","ASSAULT, AGGRAVATED: ADW - KNIFE","IMPERIAL HWY AND 405 FWY","INGLEWOOD","90304","018-04578-0380","0380","04578","CA0190003","SOUTH LOS ANGELES","N"
18609499,"2018-06-13 15:30:00","052","ASSAULT, AGGRAVATED: ADW - KNIFE","6000 LAS VIRGENES RD","CALABASAS","91302","018-03523-2243","2243","03523","CA0190022","MALIBU/LOST HILLS","N"
18579838,"2018-05-15 10:10:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","43400 GADSDEN AVE","LANCASTER",,"918-09481-1126","1126","09481","CA0190024","LANCASTER","N"
18580083,"2018-05-15 10:30:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","400 KILDARE ST","LANCASTER",,"918-09505-1132","1132","09505","CA0190024","LANCASTER","N"
18579881,"2018-05-15 12:30:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","30700 VETS CT","AGOURA HILLS","91301","918-02882-2226","2226","02882","CA0190022","MALIBU/LOST HILLS","N"
18580251,"2018-05-15 12:52:30","065","BURGLARY, RESIDENCE: Day, Entry No Force","500 FIGUEROA DR","ALTADENA",,"918-01400-0773","0773","01400","CA0190007","ALTADENA","N"
18579988,"2018-05-15 14:30:00","079","BURGLARY, OTHER STRUCTURE: Unknown, Attempt","8100 PIONEER BLVD","WHITTIER","90606","918-03404-1578","1578","03404","CA0190015","PICO RIVERA","N"
18580258,"2018-05-15 21:32:26","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","16600 BELLFLOWER BLVD","BELLFLOWER","90706","918-11003-1334","1334","11003","CA0190013","LAKEWOOD","N"
18580416,"2018-05-16 02:22:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","1200 E COMPTON BLVD","COMPTON","90220","918-06803-2824","2824","06803","CA0190042","COMPTON","N"
18580429,"2018-05-16 04:10:00","061","BURGLARY, RESIDENCE: Night, Entry by Force","18500 DESIDIA AVE","ROWLAND HEIGHTS","91748","918-03095-2931","2931","03095","CA0190020","WALNUT","N"
18580504,"2018-05-16 07:20:00","061","BURGLARY, RESIDENCE: Night, Entry by Force","44600 TARRAGON DR","LANCASTER",,"018-09533-1127","1127","09533","CA0190024","LANCASTER","N"
18580590,"2018-05-16 09:32:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","4900 141ST ST","HAWTHORNE","90250","918-03782-0385","0385","03782","CA0190003","SOUTH LOS ANGELES","N"
18583624,"2018-05-16 12:15:00","078","BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force","5100 TYLER AVE","TEMPLE CITY","91780","918-06031-0585","0585","06031","CA0190005","TEMPLE","N"
18580991,"2018-05-16 15:17:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","500 W PALMDALE BLVD","PALMDALE",,"918-07129-2611","2611","07129","CA01900W9","PALMDALE","N"
18581220,"2018-05-16 18:15:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","4400 ELMWOOD AVE","LYNWOOD","90262","918-07206-2113","2113","07206","CA01900V3","CENTURY","N"
18581411,"2018-05-16 21:30:00","061","BURGLARY, RESIDENCE: Night, Entry by Force","3500 TWIN AVE","ROSEMEAD","91770","918-05929-0533","0533","05929","CA0190005","TEMPLE","N"
18581754,"2018-05-16 23:07:00","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","5300 LAKEWOOD BLVD","LAKEWOOD","90712","018-11121-1320","1320","11121","CA0190013","LAKEWOOD","N"
18581507,"2018-05-17 01:00:00","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","2500 DEL MAR AVE","ROSEMEAD","91770","918-05938-0532","0532","05938","CA0190005","TEMPLE","N"
18581697,"2018-05-17 03:00:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","900 E ROSECRANS AVE","COMPTON",,"918-06881-2823","2823","06881","CA0190042","COMPTON","N"
18581710,"2018-05-17 03:08:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","6300 ROSEMEAD BLVD","TEMPLE CITY","91780","918-05949-0521","0521","05949","CA0190005","TEMPLE","N"
18582006,"2018-05-17 05:00:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","600 N ACACIA AVE","COMPTON",,"918-06893-2814","2814","06893","CA0190042","COMPTON","N"
18582293,"2018-05-17 11:35:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","1000 W ASHBRIDGE LN","HARBOR CITY","90710","918-05181-1698","1698","05181","CA0190016","CARSON","N"
18581898,"2018-05-17 12:00:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","2200 E AVENUE Q-6","PALMDALE",,"918-07177-2608","2608","07177","CA01900W9","PALMDALE","N"
18582033,"2018-05-17 13:20:00","066","BURGLARY, RESIDENCE: Day, Attempt","37100 SYLVAN ST","PALMDALE","93551","918-07185-2607","2607","07185","CA01900W9","PALMDALE","N"
18589260,"2018-05-17 13:30:00","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","24700 VIA TECOLOTE","CALABASAS","91302","918-03088-2246","2246","03088","CA0190022","MALIBU/LOST HILLS","N"
18582308,"2018-05-17 15:30:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","1200 N OLIVE DR","WEST HOLLYWOOD","90069","918-03211-0976","0976","03211","CA0190009","WEST HOLLYWOOD","N"
18582196,"2018-05-17 15:40:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","1300 E 76TH PL","LOS ANGELES","90001","018-07259-2172","2172","07259","CA01900V3","CENTURY","N"
18583143,"2018-05-17 21:45:00","078","BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force","5900 FULTON AVE","VALLEY GLEN","91401","918-00324-8741","8741","00324","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
18584856,"2018-05-18 00:00:00","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","40700 156TH ST E","LAKE LOS ANGELES",,"918-09921-1197","1197","09921","CA0190024","LANCASTER","N"
18589203,"2018-05-18 06:00:00","078","BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force","13500 VILLAGE DR","CERRITOS","90703","918-02328-2318","2318","02328","CA01900R7","CERRITOS","N"
18583180,"2018-05-18 11:50:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","7300 MARCELLE ST","PARAMOUNT","90723","918-11232-1367","1367","11232","CA0190013","LAKEWOOD","N"
18583422,"2018-05-18 13:30:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","22600 CALIPATRIA DR","CALABASAS","91302","918-02958-2249","2249","02958","CA0190022","MALIBU/LOST HILLS","N"
18587824,"2018-05-18 23:00:00","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","1800 E CARSON ST","CARSON","90745","918-05382-1620","1620","05382","CA0190016","CARSON","N"
18583750,"2018-05-18 23:57:40","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","20900 CURRIER RD","CITY OF INDUSTRY","91748","918-06625-1419","1419","06625","CA0190014","INDUSTRY","N"
18607032,"2018-05-19 00:00:00","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","600 PAPRUS DR","LA HABRA HEIGHTS","90631","918-07712-1454","1454","07712","CA0190014","INDUSTRY","N"
18583918,"2018-05-19 01:00:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","3900 W MANHATTAN BEACH BLVD","LAWNDALE","90260","918-03891-0338","0338","03891","CA0190003","SOUTH LOS ANGELES","N"
18583869,"2018-05-19 03:35:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","9000 BEVERLY BLVD","PICO RIVERA","90660","918-03514-1510","1510","03514","CA0190015","PICO RIVERA","N"
18583892,"2018-05-19 04:45:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","9100 WASHINGTON BLVD","PICO RIVERA","90660","918-03515-1515","1515","03515","CA0190015","PICO RIVERA","N"
18584786,"2018-05-19 12:45:00","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","4500 ESCONDIDO CANYON RD","ACTON",,"018-07336-2646","2646","07336","CA01900W9","PALMDALE","N"
18585313,"2018-05-19 16:20:00","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","4900 ELIZABETH ST","CUDAHY","90201","918-80103-0263","0263","80103","CA0190002","EAST LOS ANGELES","N"
18584826,"2018-05-20 01:12:30","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","7300 LOTUS AVE","SAN GABRIEL","91776","918-06093-0587","0587","06093","CA0190005","TEMPLE","N"
18584734,"2018-05-20 02:22:30","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","9100 LAS TUNAS DR","TEMPLE CITY","91780","918-06083-0522","0522","06083","CA0190005","TEMPLE","N"
18584768,"2018-05-20 02:30:00","062","BURGLARY, RESIDENCE: Night, Entry No Force","20900 S MARGARET ST","CARSON","90745","918-05255-1617","1617","05255","CA0190016","CARSON","N"
18584998,"2018-05-20 04:45:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","15000 CLARK AVE","HACIENDA HEIGHTS",,"918-06686-1478","1478","06686","CA0190014","INDUSTRY","N"
18586073,"2018-05-20 07:22:30","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","18600 MAUNA LOA AVE","AZUSA","91702","918-02637-0861","0861","02637","CA0190008","SAN DIMAS","N"
18585845,"2018-05-20 09:20:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","1100 W PALMER ST","COMPTON","90220","918-07070-2811","2811","07070","CA0190042","COMPTON","N"
18584954,"2018-05-20 11:45:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","1200 W 137TH ST","COMPTON","90220","918-07046-2812","2812","07046","CA0190042","COMPTON","N"
18585130,"2018-05-20 12:00:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","44900 HANSTEAD AVE","LANCASTER","93535","918-09952-1132","1132","09952","CA0190024","LANCASTER","N"
18584941,"2018-05-20 16:10:00","075","BURGLARY, OTHER STRUCTURE: Day, Entry No Force","20900 S AVALON BLVD","CARSON","90746","918-05264-1620","1620","05264","CA0190016","CARSON","N"
18587174,"2018-05-20 18:00:00","062","BURGLARY, RESIDENCE: Night, Entry No Force","37100 94TH ST E","LITTLEROCK","93543","018-07471-2663","2663","07471","CA01900W9","PALMDALE","N"
18585574,"2018-05-20 18:02:00","062","BURGLARY, RESIDENCE: Night, Entry No Force","17400 CORTNER AVE","CERRITOS","90703","918-02277-2316","2316","02277","CA01900R7","CERRITOS","N"
18585104,"2018-05-20 22:06:21","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","1900 E DEL AMO BLVD","DOMINGUEZ",,"918-05271-1692","1692","05271","CA0190016","CARSON","N"
18585129,"2018-05-20 22:29:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","4500 RAMSDELL AVE","LA CRESCENTA","91214","918-00972-1286","1286","00972","CA0190012","CRESCENTA VALLEY","N"
18585138,"2018-05-20 22:58:00","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","2800 ROSEMEAD BLVD","SOUTH EL MONTE","91733","918-06106-0560","0560","06106","CA0190005","TEMPLE","N"
18585700,"2018-05-20 23:45:00","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","2800 NANDINA DR","PALMDALE","93550","918-07387-2603","2603","07387","CA01900W9","PALMDALE","N"
18586087,"2018-05-21 01:15:27","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","17700 HARRIS WAY","CANYON COUNTRY",,"918-06960-0633","0633","06960","CA0190006","SANTA CLARITA VALLEY","N"
18585836,"2018-05-21 02:01:30","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","22100 S AVALON BLVD","CARSON","90745","918-80025-1618","1618","80025","CA0190016","CARSON","N"
18585976,"2018-05-21 03:55:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","42600 RANCH CLUB RD","PALMDALE",,"918-07408-2653","2653","07408","CA01900W9","PALMDALE","N"
18585562,"2018-05-21 07:37:30","064","BURGLARY, RESIDENCE: Day, Entry By Force","1200 77TH PL","LOS ANGELES",,"918-07423-2172","2172","07423","CA01900V3","CENTURY","N"
18585767,"2018-05-21 11:52:30","064","BURGLARY, RESIDENCE: Day, Entry By Force","2000 CAMWOOD AVE","ROWLAND HEIGHTS",,"018-03223-2935","2935","03223","CA0190020","WALNUT","N"
18585910,"2018-05-21 12:00:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","900 NANTES AVE","LA PUENTE","91744","918-06729-1431","1431","06729","CA0190014","INDUSTRY","N"
18585826,"2018-05-21 12:22:30","064","BURGLARY, RESIDENCE: Day, Entry By Force","11800 ANGELL ST","NORWALK","90650","918-07871-0453","0453","07871","CA0190004","NORWALK","N"
18585890,"2018-05-21 12:30:00","061","BURGLARY, RESIDENCE: Night, Entry by Force","16000 BROMAR ST","LA PUENTE","91744","918-06728-1434","1434","06728","CA0190014","INDUSTRY","N"
18585844,"2018-05-21 13:00:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","14500 CLARKDALE AVE","NORWALK",,"918-07873-0456","0456","07873","CA0190004","NORWALK","N"
18585928,"2018-05-21 13:00:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","1400 FELCH AVE","ROWLAND HEIGHTS","91748","918-03228-2931","2931","03228","CA0190020","WALNUT","N"
18585864,"2018-05-21 14:10:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","900 WONDER VIEW DR","CALABASAS","91302","918-03009-1030","1030","03009","CA0190022","MALIBU/LOST HILLS","N"
18586076,"2018-05-21 14:25:30","064","BURGLARY, RESIDENCE: Day, Entry By Force","19100 COMPANARIO DR","ROWLAND HEIGHTS",,"918-03234-2930","2930","03234","CA0190020","WALNUT","N"
18593365,"2018-05-21 15:45:00","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","500 REDONDO BEACH","GARDENA",,"918-07463-2871","2871","07463","CA0190042","COMPTON","N"
18586171,"2018-05-21 20:40:00","061","BURGLARY, RESIDENCE: Night, Entry by Force","19800 MAY WAY","CANYON COUNTRY",,"918-06966-0617","0617","06966","CA0190006","SANTA CLARITA VALLEY","N"
18590864,"2018-05-22 02:15:00","068","BURGLARY, RESIDENCE: Unknown, Entry No Force","1900 BATSON AVE","ROWLAND HEIGHTS","91748","918-03352-2932","2932","03352","CA0190020","WALNUT","N"
18586419,"2018-05-22 02:30:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","1300 GARFIELD AVE","LOS ANGELES",,"918-07690-0287","0287","07690","CA0190002","EAST LOS ANGELES","N"
18586414,"2018-05-22 03:00:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","40200 10TH ST W","PALMDALE","93551","918-07439-2619","2619","07439","CA01900W9","PALMDALE","N"
18607134,"2018-06-11 18:40:00","057","ASSAULT, AGGRAVATED: ADW, PEACE OFFICER - OTHER DANGEROUS WEAPON","441 BAUCHET ST AND MODULE 3500 B-ROW","LOS ANGELES","90012","018-02503-5100","5100","02503","CA0190058","MEN'S CENTRAL JAIL","N"
18607178,"2018-06-11 19:07:30","054","ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","9100 LAS TUNAS DR","TEMPLE CITY","91780","018-07197-0522","0522","07197","CA0190005","TEMPLE","N"
18607324,"2018-06-11 22:40:00","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","200 MOUNTAINSIDE DR","PALMDALE","93550","018-08573-2611","2611","08573","CA01900W9","PALMDALE","N"
18607358,"2018-06-11 23:30:00","054","ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.","4900 SLAUSON AVE","LOS ANGELES",,"018-01454-2767","2767","01454","CA0190065","MARINA DEL REY","N"
18607322,"2018-06-11 23:53:19","051","ASSAULT, AGGRAVATED: ADW - GUN","COLONIA DE LAS PALMAS","LOS ANGELES","90022","018-08817-0291","0291","08817","CA0190002","EAST LOS ANGELES","N"
18608211,"2018-06-12 14:45:00","059","ASSAULT, AGGRAVATED: CHILD ASSAULT","400 SPINKS CANYON","BRADBURY","91008","018-07229-0543","0543","07229","CA0190005","TEMPLE","N"
18608177,"2018-06-12 14:47:00","051","ASSAULT, AGGRAVATED: ADW - GUN","2100 LUCIEN ST","COMPTON","90222","018-08607-2137","2137","08607","CA01900V3","CENTURY","N"
18608268,"2018-06-12 15:58:00","051","ASSAULT, AGGRAVATED: ADW - GUN","1000 W COMPTON BLVD","COMPTON",,"018-08231-2811","2811","08231","CA0190042","COMPTON","N"
18608448,"2018-06-12 18:30:00","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","7200 S WATCHER ST","COMMERCE",,"018-08859-0247","0247","08859","CA0190002","EAST LOS ANGELES","N"
18579223,"2018-05-15 07:52:00","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","8600 ALONDRA BLVD","PARAMOUNT","90723","918-10941-1368","1368","10941","CA0190013","LAKEWOOD","N"
18579592,"2018-05-15 09:30:00","066","BURGLARY, RESIDENCE: Day, Attempt","29100 DOVERRIDGE DR","RANCHO PALOS VERDES","90275","918-01795-1734","1734","01795","CA0190017","LOMITA","N"
18579639,"2018-05-15 11:08:07","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","4500 E SLAUSON AVE","MAYWOOD","90270","918-07307-0251","0251","07307","CA0190002","EAST LOS ANGELES","N"
18580193,"2018-05-15 13:27:30","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","8800 E FAIRVIEW","SAN GABRIEL","91775","918-05878-0588","0588","05878","CA0190005","TEMPLE","N"
18579965,"2018-05-15 14:52:30","064","BURGLARY, RESIDENCE: Day, Entry By Force","4100 149TH ST","LAWNDALE",,"918-03760-0331","0331","03760","CA0190003","SOUTH LOS ANGELES","N"
18580400,"2018-05-15 17:30:00","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","4800 CROWN VALLEY RD","ACTON",,"918-07098-2646","2646","07098","CA01900W9","PALMDALE","N"
18585644,"2018-05-21 01:55:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","600 W AVENUE H-12","LANCASTER",,"918-09988-1121","1121","09988","CA0190024","LANCASTER","N"
18586769,"2018-05-22 01:11:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","2500 PACIFIC COAST HWY","LOMITA","90717","918-01909-1714","1714","01909","CA0190017","LOMITA","N"
18580296,"2018-05-15 21:31:00","061","BURGLARY, RESIDENCE: Night, Entry by Force","1100 LONGVIEW DR","DIAMOND BAR","91765","918-03093-2923","2923","03093","CA0190020","WALNUT","N"
18599032,"2018-05-16 00:00:00","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","1700 E 89TH ST","LOS ANGELES","90001","918-08137-2174","2174","08137","CA01900V3","CENTURY","N"
18580376,"2018-05-16 00:50:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","19000 LABIN CT","ROWLAND HEIGHTS","91748","918-03094-2931","2931","03094","CA0190020","WALNUT","N"
18580893,"2018-05-16 01:00:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","600 W AVENUE L","LANCASTER","93535","918-09556-1124","1124","09556","CA0190024","LANCASTER","N"
18582395,"2018-05-17 11:28:00","075","BURGLARY, OTHER STRUCTURE: Day, Entry No Force","45100 17TH ST E","LANCASTER",,"918-09690-1135","1135","09690","CA0190024","LANCASTER","N"
18581205,"2018-05-16 01:15:00","069","BURGLARY, RESIDENCE: Unknown, Attempt","6200 ESCONDIDO CANYON RD","ACTON",,"918-07148-2646","2646","07148","CA01900W9","PALMDALE","N"
18580454,"2018-05-16 05:07:00","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","4500 SLAUSON AVE","LOS ANGELES","90043","918-01216-2767","2767","01216","CA0190065","MARINA DEL REY","N"
18582190,"2018-05-16 12:45:00","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","21700 MEADOWLARK WAY","WALNUT","91789","918-03140-2916","2916","03140","CA0190020","WALNUT","N"
18581273,"2018-05-16 13:25:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","11600 BEATY AVE","NORWALK","90650","918-07645-0451","0451","07645","CA0190004","NORWALK","N"
18581398,"2018-05-16 14:30:00","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","11100 MILANO AVE","NORWALK","90650","918-07654-0451","0451","07654","CA0190004","NORWALK","N"
18581095,"2018-05-16 15:40:00","065","BURGLARY, RESIDENCE: Day, Entry No Force","8300 ROSEMEAD BLVD","PICO RIVERA","90660","918-03433-1518","1518","03433","CA0190015","PICO RIVERA","N"
18583587,"2018-05-16 19:17:00","069","BURGLARY, RESIDENCE: Unknown, Attempt","12500 VIARNA ST","CERRITOS","90703","918-02245-2314","2314","02245","CA01900R7","CERRITOS","N"
18585605,"2018-05-21 09:37:30","065","BURGLARY, RESIDENCE: Day, Entry No Force","200 S PROSPECTORS RD","DIAMOND BAR",,"918-03219-2922","2922","03219","CA0190020","WALNUT","N"
18581462,"2018-05-16 19:22:30","062","BURGLARY, RESIDENCE: Night, Entry No Force","17500 S SCUDDER CT","CARSON","90746","918-05143-1630","1630","05143","CA0190016","CARSON","N"
18581360,"2018-05-16 20:22:30","061","BURGLARY, RESIDENCE: Night, Entry by Force","7600 HELLMAN AVE","ROSEMEAD","91770","918-05923-0534","0534","05923","CA0190005","TEMPLE","N"
18581385,"2018-05-16 20:30:00","062","BURGLARY, RESIDENCE: Night, Entry No Force","400 BARBADOS","WALNUT","91789","918-03128-2914","2914","03128","CA0190020","WALNUT","N"
18587024,"2018-05-17 00:15:00","079","BURGLARY, OTHER STRUCTURE: Unknown, Attempt","45800 DIVISION ST","LANCASTER",,"918-10092-1131","1131","10092","CA0190024","LANCASTER","N"
18581601,"2018-05-17 01:00:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","10300 STATE ST","LYNWOOD","90262","918-07236-2112","2112","07236","CA01900V3","CENTURY","N"
18583444,"2018-05-17 01:15:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","5500 OLYMPIC BLVD","COMMERCE",,"918-07493-0242","0242","07493","CA0190002","EAST LOS ANGELES","N"
18587719,"2018-05-17 03:20:00","073","BURGLARY, OTHER STRUCTURE: Night, Attempt","29300 AGOURA RD","AGOURA HILLS","91301","918-03059-2224","2224","03059","CA0190022","MALIBU/LOST HILLS","N"
18586116,"2018-05-17 08:30:00","078","BURGLARY, OTHER STRUCTURE: Unknown, Entry No Force","11200 LA CIENEGA BLVD","LENNOX","90304","918-03967-0382","0382","03967","CA0190003","SOUTH LOS ANGELES","N"
18587692,"2018-05-17 11:52:30","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","9100 WALNUT ST","BELLFLOWER","90706","918-11607-1335","1335","11607","CA0190013","LAKEWOOD","N"
18582017,"2018-05-17 14:20:57","064","BURGLARY, RESIDENCE: Day, Entry By Force","1100 W 123RD ST","LOS ANGELES","90044","918-03820-0378","0378","03820","CA0190003","SOUTH LOS ANGELES","N"
18583439,"2018-05-18 16:02:30","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","20900 GOLDEN SPRINGS DR","DIAMOND BAR","91765","918-03172-2928","2928","03172","CA0190020","WALNUT","N"
18582354,"2018-05-17 14:46:00","075","BURGLARY, OTHER STRUCTURE: Day, Entry No Force","26600 BOUQUET CANYON RD","SAUGUS",,"918-06785-0643","0643","06785","CA0190006","SANTA CLARITA VALLEY","N"
18582114,"2018-05-17 15:15:00","075","BURGLARY, OTHER STRUCTURE: Day, Entry No Force","2800 E DEL AMO BLVD","RANCHO DOMINGUEZ","90220","918-05175-1692","1692","05175","CA0190016","CARSON","N"
18582250,"2018-05-17 17:39:31","065","BURGLARY, RESIDENCE: Day, Entry No Force","7200 SAN LUIS ST","PARAMOUNT","90723","918-11167-1363","1363","11167","CA0190013","LAKEWOOD","N"
18583671,"2018-05-17 21:15:00","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","400 HEATHERFIELD DR","HACIENDA HEIGHTS","91745","918-06616-1475","1475","06616","CA0190014","INDUSTRY","N"
18582534,"2018-05-17 21:30:00","061","BURGLARY, RESIDENCE: Night, Entry by Force","3200 VILLA KNOLLS DR","PASADENA","91107","918-01420-0778","0778","01420","CA0190007","ALTADENA","N"
18585862,"2018-05-18 00:00:00","067","BURGLARY, RESIDENCE: Unknown, Entry By Force","8600 W AVENUE L","LANCASTER",,"918-10007-1159","1159","10007","CA0190024","LANCASTER","N"
18582667,"2018-05-18 00:15:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","49800 GORMAN POST RD","GORMAN",,"918-06800-0681","0681","06800","CA0190006","SANTA CLARITA VALLEY","N"
18582582,"2018-05-18 01:00:58","062","BURGLARY, RESIDENCE: Night, Entry No Force","7200 SAN LUIS ST","PARAMOUNT","90723","018-11194-1363","1363","11194","CA0190013","LAKEWOOD","N"
18582712,"2018-05-18 01:30:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","3700 FOLSOM ST","LOS ANGELES","90063","918-07471-0275","0275","07471","CA0190002","EAST LOS ANGELES","N"
18582707,"2018-05-18 01:30:00","062","BURGLARY, RESIDENCE: Night, Entry No Force","8400 JEFFERSON ST","PARAMOUNT","90723","918-11213-1368","1368","11213","CA0190013","LAKEWOOD","N"
18582656,"2018-05-18 03:00:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","17300 DOWNEY AVE","BELLFLOWER","90706","918-11207-1335","1335","11207","CA0190013","LAKEWOOD","N"
18583192,"2018-05-18 02:00:00","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","18800 VALLEY BLVD","EAST VALINDA",,"918-06592-1443","1443","06592","CA0190014","INDUSTRY","N"
18583126,"2018-05-18 03:50:00","071","BURGLARY, OTHER STRUCTURE: Night, Entry By Force","8400 PEARBLOSSOM HWY","LITTLEROCK",,"918-07234-2660","2660","07234","CA01900W9","PALMDALE","N"
18583226,"2018-05-18 04:50:00","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","2600 FAIR OAKS AVE","ALTADENA","91001","918-01426-0771","0771","01426","CA0190007","ALTADENA","N"
18583120,"2018-05-18 08:30:00","075","BURGLARY, OTHER STRUCTURE: Day, Entry No Force","100 DEEP VALLEY DR","ROLLING HILLS ESTATES","90274","918-01864-1724","1724","01864","CA0190017","LOMITA","N"
18583407,"2018-05-18 09:00:00","064","BURGLARY, RESIDENCE: Day, Entry By Force","3100 W NEWGROVE ST","LANCASTER",,"918-09781-1127","1127","09781","CA0190024","LANCASTER","N"
18583609,"2018-05-18 12:45:00","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","1900 W AVENUE K","LANCASTER",,"918-09808-1126","1126","09808","CA0190024","LANCASTER","N"
18584075,"2018-05-19 12:17:52","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","2500 N WILMINGTON AVE","COMPTON",,"918-06996-2812","2812","06996","CA0190042","COMPTON","N"
